country1_code;country2_code;incident_year;country1_snt_incidents;contry2_rvd_incidents;country1_to_country2_incidents;incidents_0;positive_goldstein_mentions_0;negative_goldstein_mentions_0;golds_mean_0;golds_std_0;incidents_1;positive_goldstein_mentions_1;negative_goldstein_mentions_1;golds_mean_1;golds_std_1;incidents_2;positive_goldstein_mentions_2;negative_goldstein_mentions_2;golds_mean_2;golds_std_2;incidents_3;positive_goldstein_mentions_3;negative_goldstein_mentions_3;golds_mean_3;golds_std_3;incidents_4;positive_goldstein_mentions_4;negative_goldstein_mentions_4;golds_mean_4;golds_std_4;incidents_5;positive_goldstein_mentions_5;negative_goldstein_mentions_5;golds_mean_5;golds_std_5
PRK;CHN;2018;151;329;19;3;0,7999729784503141;0,20002702154968588;1,6821522664324797;3,9248173658208705;3;0,66148;0,33852;0,6120879999999999;4,553246608767858;2;0,661405164278974;0,338594835721026;0,6712790599621578;4,799571271206861;0;0,7270681896850121;0,27293181031498787;1,041917618833722;4,762054125731166;1;1,0;0,0;2,1655135067443223;0,8224608336926384;2;1,0;0,0;2,2394106710884802;1,0161511892764825
RUS;AFG;2016;557;49;16;5;0,7086980306345733;0,2913019693654267;1,5069748363329232;5,381809262733974;0;0,7182783678032421;0,28172163219675794;1,6300447177193964;5,668288223956095;0;1,0;0,0;2,4115045553973165;0,6577144214700177;0;1,0;0,0;1,4427751801525386;0,6358240934583619;1;1,0;0,0;4,762278980085709;1,9115337417114233;0;1,0;0,0;5,442975036866574;1,964119612841001
IRN;JOR;2018;171;34;7;5;0,7819148936170213;0,21808510638297873;1,3252659574468084;4,321018020996588;2;0,7651331719128329;0,23486682808716708;0,8392251815980629;4,623894292815683;0;0,7984293193717278;0,20157068062827224;0,9036649214659686;4,537809418325295;0;0,7951807228915663;0,20481927710843373;2,2934404283801872;4,514904346253865;0;1,0;0,0;2,632563238915836;0,9595088858809284;0;1,0;0,0;2,197221989130284;0,6387026153468918
IRN;GBR;2019;171;208;17;4;0,5354247973581507;0,4645752026418493;0,12945061543080155;4,761130550958896;3;0,7055957478222353;0,29440425217776467;1,5706629263251144;4,66614574319915;0;0,6901363780526483;0,30986362194735173;1,1420710434506818;4,456444756254952;0;0,6982905982905983;0,3017094017094017;1,0487863247170408;4,3575041153922465;3;0,8592501536570375;0,1407498463429625;2,7747019053472646;3,593958832882603;0;1,0;0,0;2,3871962083789704;0,7819281348070584
IRN;ITA;2019;171;151;4;2;0,7461300309597523;0,25386996904024767;0,856656346749226;4,213068709754194;0;0,9202797202797203;0,07972027972027972;3,1179020979020975;3,6357761655634846;0;0,8855291576673866;0,11447084233261338;2,7578833693304534;3,9766838604991084;0;0,9201695513952667;0,0798304486047333;3,255881313966466;3,34533842061888;0;0,9122670807453416;0,08773291925465838;2,5792701863354037;3,6297871061972926;0;1,0;0,0;2,2354819355587505;0,6164897443394949
CHN;MLI;2014;425;225;47;3;1,0;0,0;5,922162571778941;0,0;2;1,0;0,0;3,503846219297568;2,4095396063392887;0;1,0;0,0;4,966848229713807;1,5134418747531166;1;1,0;0,0;4,4674202144993425;0,2306671689076561;0;1,0;0,0;7,784403370609105;0,9299130245281292;0;1,0;0,0;6,2849930027316825;0,9653972851489537
CHN;IDN;2018;425;76;34;7;0,823572744014733;0,17642725598526704;2,1193001841620625;4,222279270235013;2;0,7830006439150032;0,2169993560849968;1,609175788795879;4,35904476301652;3;0,643840856924254;0,356159143075746;0,5894797247515987;4,868897930831871;7;0,8273102736189984;0,17268972638100155;2,27805885389778;3,848839576058705;4;1,0;0,0;2,2961369585465667;0,8741817114403596;2;1,0;0,0;2,535075937823411;0,8727866677551273
CHN;AUS;2017;425;256;42;7;0,7676895164471089;0,23231048355289105;1,7169992900528515;3,9952332828287878;4;0,7637210656573009;0,2362789343426991;1,7030135390613255;4,062685186849905;0;0,824977293369664;0,17502270663033606;2,5244777475022704;3,9332822998165016;5;1,0;0,0;2,5475925506218826;1,1806734579954874;0;1,0;0,0;2,6275360758693806;1,1654587327295038;0;1,0;0,0;5,644816331804466;2,349138176959962
PRK;USA;2017;151;418;43;9;0,541;0,459;-0,6917840000000001;4,955444167513543;1;0,48449929808142256;0,5155007019185774;-1,078527141198739;4,959291625561919;0;0,5329125338142471;0,4670874661857529;-0,40949804628794706;4,894138727795353;1;1,0;0,0;2,0566155209055212;0,890549343446638;2;1,0;0,0;2,1907417246190537;0,8659089519115388;0;1,0;0,0;4,978544231234099;1,7605433719072987
CHN;AUS;2020;425;256;42;13;0,5745889644486528;0,4254110355513472;0,20794094860979595;4,4712739593177115;5;0,6532760284185598;0,34672397158144025;0,766836242434874;4,32305368426382;5;0,7267007112894401;0,2732992887105599;1,3419387196790078;3,953109050336671;7;0,7676895164471089;0,23231048355289105;1,7169992900528515;3,9952332828287878;4;0,7637210656573009;0,2362789343426991;1,7030135390613255;4,062685186849905;0;0,824977293369664;0,17502270663033606;2,5244777475022704;3,9332822998165016
CHN;CAN;2020;425;115;20;5;0,6032458000326211;0,3967541999673789;0,34486217582776046;4,362052702259074;2;0,467673979369461;0,532326020630539;-0,6503317351929875;4,525746323788304;3;0,621975718403354;0,378024281596646;0,5887064372434274;4,620444771991562;1;0,8272408612919379;0,1727591387080621;2,154832248372559;3,9134279916338683;4;0,778488111260655;0,221511888739345;1,9010094214610158;3,9660347279769073;0;0,7872954764196343;0,21270452358036573;1,8062560154361378;3,981410767520974
CHN;CHE;2020;425;31;12;4;0,819031903190319;0,18096809680968096;1,4453245324532455;3,5689149061794643;4;0,8213315217391305;0,17866847826086957;1,6712635869565213;3,744337613546296;4;0,7865094957432875;0,2134905042567125;1,480288146692862;4,065725304092762;0;0,8743076267575628;0,12569237324243715;2,227652322113336;3,4363861282781407;0;0,8587319243604005;0,14126807563959956;2,246662959108363;3,6538439524356314;0;0,8722913785154449;0,12770862148455508;2,1387275242047026;3,4589182803123086
CHN;DNK;2020;425;16;8;5;0,7135506003430532;0,2864493996569468;0,6487135506003431;5,07082878038739;1;0,9166666666666666;0,08333333333333333;2,966666666666667;3,032985328022541;2;0,8936708860759494;0,10632911392405063;2,38126582278481;2,9944342324346045;0;0,8737151248164464;0,1262848751835536;2,5562408223201176;3,6186123480229986;0;0,8515769944341373;0,14842300556586271;2,527458256206619;3,4379292258496346;0;0,7944078947368421;0,20559210526315788;2,329934210526316;3,436222297797724
CHN;FIN;2020;425;39;9;7;0,8650519031141869;0,13494809688581316;1,8612456747404844;3,6283418918674957;1;0,9214659685863874;0,07853403141361257;2,7664921465968586;3,2086969103522023;1;0,9482758620689655;0,05172413793103448;3,0808777429467082;3,177405219949397;0;0,9584245076586433;0,04157549234135667;3,1647702407002187;2,7175750231210962;0;0,9342857142857143;0,06571428571428571;3,1408571434020995;3,3294211178823945;0;0,8702064896755162;0,12979351032448377;2,4017699115044246;3,007257170158925
CHN;FRA;2020;425;228;46;10;0,849336455893833;0,15066354410616706;2,633801717408275;3,766437447064696;9;0,8631340700306217;0,13686592996937824;2,8653175342830517;3,788040012094473;3;0,8722418627331464;0,1277581372668536;3,259904912836767;3,8885062227516;8;0,8443239245655122;0,15567607543448786;3,073967706150622;4,273713824158074;2;0,8088043761396196;0,1911956238603803;2,4694191196283715;4,471392958564518;5;0,8797063092290617;0,12029369077093828;3,1590625800392726;3,6218188761894967
CHN;IND;2020;425;261;60;10;0,6000351000351001;0,3999648999649;-0,24559494559494566;5,053244658464171;9;0,7502771618625277;0,24972283813747229;1,1276884700665188;3,7595600211482867;7;0,7661900756938604;0,23380992430613962;1,3132884777123632;4,032564741269573;3;0,6627559946485541;0,33724400535144594;0,5896984666049192;4,4841201385959835;11;0,7262688468889361;0,27373115311106394;0,9190698662997053;4,329363302698936;6;0,7873934383880135;0,21260656161198657;1,6969258589511753;3,843688725263739
CHN;ITA;2020;425;151;22;8;0,806864064602961;0,19313593539703902;2,0771366083445493;4,074249116781052;6;0,8707587908698334;0,12924120913016657;2,7803824799506476;3,763806675786811;3;0,8202380952380952;0,17976190476190476;1,9692857142857143;3,5250392722278003;2;0,8315301391035549;0,16846986089644514;2,1357032457496135;3,5324429801587636;1;0,8305489260143198;0,16945107398568018;2,1375894990153226;3,5867839370882897;0;0,8401226456416995;0,15987735435830047;2,0738063950941745;3,7978711803582788
CHN;JPN;2020;425;510;135;15;0,7787072243346007;0,22129277566539923;1,622002534854246;4,2367119292282815;22;0,8184274333217874;0,18157256667821267;2,020145479736751;3,9887976290385803;17;0,8024127216231036;0,19758727837689635;1,9625479802595502;3,9489765642096586;10;0,764076170869789;0,235923829130211;1,473736489963973;4,201927894479873;12;0,7021537921656358;0,29784620783436416;1,207496600430404;4,183989880806527;14;0,73336;0,26664;1,3054279999999998;4,201368412412318
CHN;MEX;2020;425;37;8;3;0,8384912959381045;0,16150870406189555;2,4745647969052222;4,18971073796887;1;0,8088235294117647;0,19117647058823528;2,5198879551820728;4,191816689493269;2;0,8418584825234442;0,15814151747655583;2,767860187553282;3,9346460229251905;1;0,7811926605504587;0,21880733944954128;1,9971100917431188;4,249920225564196;0;0,812221231043711;0,18777876895628903;2,1184210528708483;3,8928918739212968;0;0,8754266211604096;0,12457337883959044;2,6640784982935157;3,5428890595156903
CHN;MYS;2020;425;73;26;7;0,788604898828541;0,211395101171459;1,8645101171459;3,8445810998725487;4;0,810762331838565;0,18923766816143497;2,1145515695067263;3,7294015919296855;5;0,786008883248731;0,21399111675126903;1,8935279187817258;3,6157021476877964;2;0,7915742793791575;0,20842572062084258;1,905337345581248;4,022867209422386;1;0,8305044226631604;0,1694955773368396;2,1423858473560555;3,445340584226083;4;0,8072884496602841;0,19271155033971588;1,7708832612664998;3,7353111482531562
CHN;PHL;2020;425;75;32;7;0,7182653647329121;0,28173463526708786;1,052986789201608;4,2403407122473835;3;0,6872157166360205;0,3127842833639795;1,130068711893932;4,422450572391813;7;0,7741303739625105;0,2258696260374895;1,9394292641984519;3,9946673549384224;6;0,7748462064251538;0,22515379357484622;1,8623855092276145;3,9512138590645063;1;0,7008381156847364;0,29916188431526364;1,2984889145590637;4,382517810055062;3;0,5814566849259485;0,4185433150740515;0,2661696084398458;4,35320926155228
CHN;POL;2020;425;68;15;8;0,830028328611898;0,16997167138810199;2,3254957507082157;4,287742110127013;2;0,7076631977294229;0,2923368022705771;0,9690633869441816;3,8315523175980624;2;0,8793363499245852;0,12066365007541478;2,116892911010558;3,932360004209931;1;0,9028571428571428;0,09714285714285714;2,559714285714285;3,306462058899024;1;0,8993344425956739;0,10066555740432612;2,5043261232868006;3,3954772583545205;0;0,8590998043052838;0,14090019569471623;2,399412915851272;3,694087364386986
CHN;QAT;2020;425;23;5;3;0,9275766016713092;0,07242339832869081;4,399721448467966;3,95617706501653;1;0,9515418502202643;0,048458149779735685;3,657048458149779;2,9740701893270574;1;0,8728606356968215;0,1271393643031785;2,769682151589242;3,7355243209972704;0;0,8551401869158879;0,14485981308411214;2,735981308411215;3,9276475944028952;0;0,9382422802850356;0,06175771971496437;2,962707839385913;2,95623842704278;0;0,8399014778325123;0,16009852216748768;2,6854679802955665;3,725059678526057
CHN;SAU;2020;425;95;18;4;0,8661365142478462;0,13386348575215373;2,820609675281643;4,107324999012627;5;0,8381037567084079;0,16189624329159213;3,0726296958855097;4,063299732065865;4;0,862561847168774;0,13743815283122596;2,881528312259483;4,030896300696214;0;0,9083870967741936;0,09161290322580645;3,2030537634408605;3,4516873429148425;2;0,8821374045801527;0,11786259541984732;3,0669618322030274;3,4430035387223676;2;0,8291316526610645;0,17086834733893558;2,4408029878618116;4,276473204798975
CHN;SGP;2020;425;95;29;5;0,8310044819404165;0,16899551805958343;1,8541260216187714;3,4503643219322773;2;0,8700223000955718;0,12997769990442817;2,4583943931188275;3,532312334175446;5;0,8988669744020142;0,10113302559798573;2,5378094838438945;3,124375446813379;1;0,8058225762153255;0,19417742378467454;2,0953309530348805;3,724479788017243;0;0,7947247706422018;0,20527522935779816;1,7471559634148526;3,7555574947949966;5;0,8729735276010671;0,1270264723989329;2,202483069977427;3,3637112916801555
CHN;SWE;2020;425;42;8;5;0,6075533661740559;0,3924466338259442;0,3405582922824302;4,060528937812436;1;0,6755952380952381;0,3244047619047619;0,8031249999999999;3,7664329305178508;1;0,6022304832713755;0,39776951672862454;0,2915737298636927;3,715039046821582;0;0,8244803695150116;0,17551963048498845;2,1810623556581983;3,950468359205241;1;0,6937321937321937;0,30626780626780625;1,0484330489424898;4,522582350026921;0;0,8832116788321168;0,11678832116788321;2,845742092457421;3,734653935918955
KHM;JPN;2017;14;510;5;3;0,8513189448441247;0,1486810551558753;2,5031175059952044;3,5620454431674426;0;0,9445910290237467;0,055408970976253295;3,1503957788673738;3,4155346807399556;0;0,9393139841688655;0,06068601583113457;2,743007915567282;2,95047913061611;0;1,0;0,0;2,108604102728382;0,1783880323621336;0;1,0;0,0;1,9415542387004792;1,080621337514136;0;1,0;0,0;5,187392431473081;2,4217858118120454
IRN;IND;2017;171;261;16;5;0,7139303482587065;0,2860696517412935;0,700497512437811;5,09487106758036;1;0,8461538461538461;0,15384615384615385;2,2428274427283084;4,163080918395331;1;0,8957169459962756;0,1042830540037244;2,609124767225326;3,7591614443508337;0;1,0;0,0;0,9295440998760893;0,12124423255361584;0;1,0;0,0;2,3005523766474854;0,842871224868141;0;1,0;0,0;4,598363050334091;1,9457126669176794
PRK;CHN;2017;151;329;19;3;0,66148;0,33852;0,6120879999999999;4,553246608767858;2;0,661405164278974;0,338594835721026;0,6712790599621578;4,799571271206861;0;0,7270681896850121;0,27293181031498787;1,041917618833722;4,762054125731166;1;1,0;0,0;2,1655135067443223;0,8224608336926384;2;1,0;0,0;2,2394106710884802;1,0161511892764825;0;1,0;0,0;4,830855660950485;2,174231500581561
CHN;CAN;2019;425;115;20;2;0,467673979369461;0,532326020630539;-0,6503317351929875;4,525746323788304;3;0,621975718403354;0,378024281596646;0,5887064372434274;4,620444771991562;1;0,8272408612919379;0,1727591387080621;2,154832248372559;3,9134279916338683;4;0,778488111260655;0,221511888739345;1,9010094214610158;3,9660347279769073;0;0,7872954764196343;0,21270452358036573;1,8062560154361378;3,981410767520974;2;1,0;0,0;2,624436115273412;0,9893115200628374
CHN;USA;2018;425;418;88;18;0,7064;0,2936;1,217644;4,497239629957915;9;0,741;0,259;1,33336;4,117286182717932;5;0,68236;0,31764;0,9626280000882149;4,342908764259813;5;0,75732;0,24268;1,543672000006676;4,15777882485873;12;1,0;0,0;2,4398091337341197;1,271076271753987;2;1,0;0,0;2,3799890606822074;1,2566521456448265
CHN;NOR;2019;425;45;14;3;0,7706855791962175;0,2293144208037825;1,9697399527186756;4,107840819353986;3;0,8832807570977917;0,1167192429022082;3,164826498422713;3,7145475863365967;1;0,868421052631579;0,13157894736842105;2,6493177387914226;3,4990063365885042;0;0,7969465648854962;0,20305343511450383;2,0711450380951395;3,964573009408173;0;0,726027397260274;0,273972602739726;1,0071537290715373;4,837932999114068;0;1,0;0,0;2,1671131446186953;0,106985270936981
CHN;JPN;2020;425;510;135;15;0,7787072243346007;0,22129277566539923;1,622002534854246;4,2367119292282815;22;0,8184274333217874;0,18157256667821267;2,020145479736751;3,9887976290385803;17;0,8024127216231036;0,19758727837689635;1,9625479802595502;3,9489765642096586;10;0,764076170869789;0,235923829130211;1,473736489963973;4,201927894479873;12;0,7021537921656358;0,29784620783436416;1,207496600430404;4,183989880806527;14;0,73336;0,26664;1,3054279999999998;4,201368412412318
CHN;POL;2020;425;68;15;8;0,830028328611898;0,16997167138810199;2,3254957507082157;4,287742110127013;2;0,7076631977294229;0,2923368022705771;0,9690633869441816;3,8315523175980624;2;0,8793363499245852;0,12066365007541478;2,116892911010558;3,932360004209931;1;0,9028571428571428;0,09714285714285714;2,559714285714285;3,306462058899024;1;0,8993344425956739;0,10066555740432612;2,5043261232868006;3,3954772583545205;0;0,8590998043052838;0,14090019569471623;2,399412915851272;3,694087364386986
KHM;AFG;2020;14;49;3;1;0,875;0,125;0,66875;3,8771314702367263;0;1,0;0,0;3,7461538461538457;2,200914280166098;0;0,7894736842105263;0,21052631578947367;0,2736842105263159;4,8575326317687315;1;0,6666666666666666;0,3333333333333333;-0,8;6,772690258186428;0;0,7272727272727273;0,2727272727272727;0,8227272716435521;5,348060975345381;0;0,7142857142857143;0,2857142857142857;0,23333333333333345;5,662855861483365
KHM;CHN;2020;14;329;4;2;0,7945334590009425;0,2054665409990575;1,9669180018850139;4,04255973138032;0;0,810405643738977;0,18959435626102292;2,442768959435626;3,882619175591348;0;0,8193160813308688;0,18068391866913125;2,1707486136783736;3,988849893033382;2;0,8302230314064634;0,16977696859353664;2,3228493400091033;4,098453418080803;0;0,8279661016949152;0,17203389830508475;2,339802260235541;3,8521775289293916;0;0,8555320648343904;0,14446793516560957;2,5257223396086204;3,5981781403809197
KHM;JPN;2020;14;510;5;2;0,8871331828442438;0,11286681715575621;2,8735891647855527;3,5454676479275777;0;0,8647342995169082;0,13526570048309178;2,3961352657004826;4,183898805948606;0;0,9146067415730337;0,0853932584269663;2,91752808988764;3,327847528141768;3;0,8513189448441247;0,1486810551558753;2,5031175059952044;3,5620454431674426;0;0,9445910290237467;0,055408970976253295;3,1503957788673738;3,4155346807399556;0;0,9393139841688655;0,06068601583113457;2,743007915567282;2,95047913061611
RUS;CAN;2016;557;115;26;6;0,7727272727272727;0,22727272727272727;1,6462944664738395;4,671809759390052;1;0,6994535519125683;0,3005464480874317;0,8562000840689366;4,776131459087477;0;1,0;0,0;2,4332977260152897;0,8283493371647856;0;1,0;0,0;2,2694057618312113;0,4748328456292281;0;1,0;0,0;5,041564995555244;1,882101861461886;0;1,0;0,0;5,616691009441332;2,0440075093248855
